alloy,Nb,Si,Ti,Al,Cr,Hf,Zr,Mo,V,W,Ta,Sn,VEC,x,Δx,ΔHmix,ΔSmix,ΔG,Tm,ΔTm,ρ,r,am,Δa,δ,Ω,Λ,mean_Molar Magnetic Susceptibility,mean_Neutron Cross Section,mean_Neutron Mass Absorption,mean_Space Group Number,mean_Speed of Sound,mean_A1 atomic number,mean_A6 atomic weight,mean_C1 temperature melting,mean_C12 modulus Young,mean_C2 temperature boiling,mean_C3 enthalpy vaporization,mean_C4 enthalpy melting,mean_C5 enthalpy atomization,mean_E13 Electron affinity,mean_E2 electronegativity (Pauling),mean_Electrophilicity Index,mean_Glawe Number,mean_Mass Magnetic Susceptibility,mean_S10 Lattice Constants a,mean_S11 Lattice Constants b,mean_S12 Lattice Constants c,mean_S13 radii atomic (coordination number 12) (pm),mean_S3 radii covalent,mean_Volume Magnetic Susceptibility,mean_共价半径 Pyykko(Double Bond) (pm),mean_共价半径 Pyykko(Single Bond) (pm),mean_共价半径 Pyykko(Triple Bond) (pm),mean_密度,mean_摩尔体积(cm3/mol),mean_摩尔热容(J/mol/k),mean_比热容J/g/k,mean_热导率W/(mk),mean_热膨胀(1/k),mean_电导率(MS/m),mean_电阻率(mΩ),mean_莫氏硬度(MPa),mean_金属半径 12 Neighbors(pm),mean_金属半径(pm),var_Molar Magnetic Susceptibility,var_Neutron Cross Section,var_Neutron Mass Absorption,var_Space Group Number,var_Speed of Sound,var_A1 atomic number,var_A6 atomic weight,var_C1 temperature melting,var_C12 modulus Young,var_C2 temperature boiling,var_C3 enthalpy vaporization,var_C4 enthalpy melting,var_C5 enthalpy atomization,var_E13 Electron affinity,var_E2 electronegativity (Pauling),var_Electrophilicity Index,var_Glawe Number,var_Mass Magnetic Susceptibility,var_S10 Lattice Constants a,var_S11 Lattice Constants b,var_S12 Lattice Constants c,var_S13 radii atomic (coordination number 12) (pm),var_S3 radii covalent,var_Volume Magnetic Susceptibility,var_共价半径 Pyykko(Double Bond) (pm),var_共价半径 Pyykko(Single Bond) (pm),var_共价半径 Pyykko(Triple Bond) (pm),var_密度,var_摩尔体积(cm3/mol),var_摩尔热容(J/mol/k),var_比热容J/g/k,var_热导率W/(mk),var_热膨胀(1/k),var_电导率(MS/m),var_电阻率(mΩ),var_莫氏硬度(MPa),var_金属半径 12 Neighbors(pm),var_金属半径(pm),KQ,
alloy11,46,14,22,2,14,2,0,0,0,0,0,0,4.72,1.6314,12.129,-29.7072,11.6172,-56.45162081,2302.14,736.02,6.537293,1.3755,348.0004,81.417,8.2951,0.900267302,0.168833341,1.940574,4.4129,0.002474,220.24,3813.4,30.72,68.58845497,2302.1894,122.42,4100.76,524.454,27.205,578.8732,69.834,1.6314,1.20434,57.76,27.786,348.166,348.166,390.0388,175.1,151.56,0.000194562,118.58,136.42,110.48,6.58674,10.491482,23.86726,0.42032,68.726,0.00000688,5.56414,0.000140182,6.345,142.78,129.1,0.827697972,206.9912072,2.48351E-05,218.1424,1118182.44,151.1616,910.8961263,214319.4913,4471.8436,804614.2624,22080.14528,103.137025,21586.05478,1659.804244,0.01471204,0.060798824,134.8224,211.482004,6622.804828,6622.804828,7914.147671,915.09,368.9264,9.40791E-09,48.7236,146.0436,35.9296,6.554802952,2.064763129,2.997533032,0.031514178,2185.257924,9.1264E-12,28.8999462,1.20349E-07,1.007225,47.7316,52.45,9.65,"L. Wang, L. Jia, R. Cui, L. Zheng, H. Zhang, Microstructure, Mechanical Properties and Oxidation Resistance of Nb-22Ti-14Si-2Hf-2Al-xCr Alloys, Chin. J. Aeronaut. 25(2) (2012) 292-296."
alloy12,43,14,22,2,17,2,0,0,0,0,0,0,4.75,1.6332,12.126,-29.8812,11.8806,-57.02884622,2285.04,729.64,6.487263,1.3701,346.8292,81.946,8.4436,0.908519277,0.166641464,1.933194,4.4714,0.002525,220.24,3887.2,30.21,67.36114687,2285.0894,127.64,4038.57,514.314,27.031,568.8076,69.18,1.6332,1.20047,57.82,28.293,346.984,346.984,388.8568,174.14,150.81,0.000196983,118.16,135.67,110.09,6.54534,10.383203,23.82976,0.42584,69.932,0.000006808,5.60014,0.000140181,6.42,142.24,128.65,0.82031626,206.7201007,2.47077E-05,218.1424,1245074.16,149.0859,899.9081986,208458.9588,5171.0104,815704.6051,22250.1728,104.256889,21759.19115,1652.3578,0.01470376,0.060844529,134.3676,219.604651,6709.977328,6709.977328,8100.30747,900.9204,368.4539,9.80291E-09,49.0344,148.3611,36.5419,6.446007064,2.368159263,2.988046282,0.030784654,2196.041976,9.23354E-12,29.02363212,1.20349E-07,1.13735,53.6824,54.5875,8.5,"L. Wang, L. Jia, R. Cui, L. Zheng, H. Zhang, Microstructure, Mechanical Properties and Oxidation Resistance of Nb-22Ti-14Si-2Hf-2Al-xCr Alloys, Chin. J. Aeronaut. 25(2) (2012) 292-296."
alloy13,51,16,21,3,7,2,0,0,0,0,0,0,4.62,1.6339,12.674,-32.6336,11.0904,-58.26018728,2310.7,771.31,6.499147,1.3822,356.0929,84.3656,8.2305,0.785282264,0.163717375,1.888606,4.19805,0.002607,220.51,3625.2,31.28,69.94689186,2310.7541,108.62,4201.31,540.789,28.0065,595.2786,72.659,1.6339,1.22224,58.53,25.696,356.2765,356.2765,396.4146,175.02,151.86,0.000182502,119.16,137.45,111.14,6.54047,10.762083,23.84994,0.42012,69.969,0.000007099,5.70116,0.000160176,6.1475,143.84,129.74,0.943206788,207.8636888,3.26659E-05,210.7899,839298.96,160.9416,965.1755533,248226.2466,2721.1956,774231.2739,21566.92138,112.7554328,21036.40841,1712.971819,0.01606179,0.064597922,153.3091,207.309384,7108.019855,7108.019855,7773.805045,1050.2796,407.0604,9.37648E-09,49.3944,145.4475,34.4804,7.194064469,1.304990204,3.324874356,0.036531126,2540.753739,1.17805E-11,39.60967481,1.34344E-07,0.77761875,32.1144,49.1124,14.12,"Y. Yan, H. Ding, Y. Kang, J. Song, Microstructure evolution and mechanical properties of Nb–Si based alloy processed by electromagnetic cold crucible directional solidification, Mater. Des. 55 (2014) 450-455."
alloy14,44,15,22,3,5,2,4,5,0,0,0,0,4.61,1.6463,18.091,-31.7024,13.2249,-62.21303779,2307.06,773.39,6.535065,1.3926,353.353,82.4275,8.4458,0.962407824,0.185400462,1.800065,4.25225,0.0026504,218.78,3743.7,31.71,71.04780396,2307.1141,115.55,4227.99,538.925,27.5605,593.598,69.325,1.6463,1.20405,58.14,24.548,353.5114,353.5114,403.0442,176.23,152.79,0.000171778,119.42,137.98,111.51,6.59298,10.871389,23.93105,0.41437,70.919,0.000007018,6.19515,0.000150187,6.0275,144.5,130.43,0.897347137,207.8320862,3.25894E-05,239.6316,1029085.31,159.7459,959.887024,250303.5668,4548.6075,723363.4699,19455.80588,110.3179148,19073.41944,1732.868875,0.03272731,0.064931548,148.2804,206.249896,6786.93186,6786.93186,7932.973428,1018.8571,398.1859,8.75076E-09,46.8036,140.3996,34.6899,7.45784834,1.551032436,3.217063048,0.036288933,2798.155339,1.18371E-11,49.63541663,1.27444E-07,0.72361875,37.71,52.8051,9.2,"R. Ma, X. Guo, Effects of V addition on the microstructure and properties of multi-elemental Nb–Si based ultrahigh temperature alloys, J. Alloys Compd. 845 (2020) 156254."
alloy15,41,15,22,3,5,2,4,5,3,0,0,0,4.61,1.6472,18.075,-31.6928,14.1354,-64.06357277,2290.05,767.64,6.463919,1.3892,352.5418,82.7852,8.5045,1.021392012,0.195438685,1.819235,4.36955,0.0027374,218.78,3776.1,31.17,69.78885786,2290.1041,116.24,4186.98,532.325,27.2815,587.073,68.26,1.6472,1.19808,58.17,25.604,352.6894,352.6894,402.2222,175.42,152.46,0.000176179,119.03,137.59,111.21,6.51918,10.796281,23.93975,0.42109,70.229,0.000007051,6.14415,0.000150188,6.0575,144.14,130.07,0.938365186,207.5491821,3.24426E-05,239.6316,1045939.79,159.1411,956.0960752,244591.9184,4549.4424,713027.7196,19002.05588,113.2591328,18630.83521,1733.8114,0.03267016,0.065403954,148.0011,248.751784,6846.774118,6846.774118,8074.247609,1004.8036,394.3084,9.9511E-09,47.3691,138.2819,34.9059,7.342141748,1.737996527,3.231150088,0.035741522,2837.311459,1.18909E-11,49.66802093,1.27444E-07,0.75106875,40.8204,54.4251,10.25,"R. Ma, X. Guo, Effects of V addition on the microstructure and properties of multi-elemental Nb–Si based ultrahigh temperature alloys, J. Alloys Compd. 845 (2020) 156254."
alloy16,39,15,22,3,5,2,4,5,5,0,0,0,4.61,1.6478,18.064,-31.6824,14.52,-64.7692692,2278.71,763.44,6.415937,1.3869,352.001,83.0184,8.5398,1.044329634,0.19909998,1.832015,4.44775,0.0027954,218.78,3797.7,30.81,68.94956046,2278.7641,116.7,4159.64,527.925,27.0955,582.723,67.55,1.6478,1.1941,58.19,26.308,352.1414,352.1414,401.6742,174.88,152.24,0.000179113,118.77,137.33,111.01,6.46998,10.746209,23.94555,0.42557,69.769,0.000007073,6.11015,0.000150189,6.0775,143.9,129.83,0.965302231,207.3452912,3.23363E-05,239.6316,1056009.71,158.4139,951.8077257,240462.6638,4549.47,704268.5304,18651.15588,115.1334548,18288.47281,1733.1795,0.03263116,0.06567929,147.8139,275.847336,6885.918196,6885.918196,8167.679636,994.7056,391.6024,1.07298E-08,47.5771,136.7011,34.9499,7.25895242,1.856371242,3.240457348,0.035326405,2862.886539,1.19256E-11,49.68686713,1.27443E-07,0.76836875,42.75,55.3611,8.09,"R. Ma, X. Guo, Effects of V addition on the microstructure and properties of multi-elemental Nb–Si based ultrahigh temperature alloys, J. Alloys Compd. 845 (2020) 156254."
alloy17,34,15,22,3,5,2,4,5,10,0,0,0,4.61,1.6493,18.036,-31.6424,15.1855,-65.81524178,2250.36,751.61,6.294001,1.3813,350.649,83.5833,8.6148,1.07996997,0.204615579,1.863965,4.64325,0.0029404,218.78,3851.7,29.91,66.85131696,2250.4141,117.85,4091.29,516.925,26.6305,571.848,65.775,1.6493,1.18415,58.24,28.068,350.7714,350.7714,400.3042,173.53,151.69,0.000186448,118.12,136.68,110.51,6.34698,10.621029,23.96005,0.43677,68.619,0.000007128,6.02515,0.000150192,6.1275,143.3,129.23,1.03121572,206.7820557,3.20411E-05,239.6316,1077102.11,155.4619,934.9231758,229014.3157,4547.6875,675830.1459,17604.50588,119.5165448,17266.99494,1727.188875,0.03253051,0.066229028,147.3424,339.249576,6981.150732,6981.150732,8398.632044,966.9091,384.4139,1.26013E-08,47.5056,132.1576,34.7099,7.0297985,2.130369982,3.263431148,0.034112997,2924.972739,1.2008E-11,49.72386763,1.27443E-07,0.80811875,47.07,57.1971,6.42,"R. Ma, X. Guo, Effects of V addition on the microstructure and properties of multi-elemental Nb–Si based ultrahigh temperature alloys, J. Alloys Compd. 845 (2020) 156254."
alloy18,48,15,22,3,5,2,2,0,3,0,0,0,4.58,1.6246,13.098,-31.2824,12.3599,-59.65071888,2295.19,763.48,6.445798,1.389,353.4456,82.4572,8.2464,0.906845986,0.181754915,1.911735,4.31637,0.0027072,219.48,3634.2,31.14,69.67032376,2295.2441,105.78,4198.93,539.085,27.3735,593.234,69.87,1.6246,1.20572,58.1,26.615,353.6184,353.6184,399.3212,175.66,152.74,0.000184574,119.19,137.9,111.26,6.47486,10.808231,23.95155,0.42153,66.584,0.000007208,5.56515,0.000150188,6.1025,144.21,130.05,0.942240261,207.7649972,3.2569E-05,228.9496,740584.36,158.4804,950.0818063,240489.7486,2138.9916,729926.6451,20292.54428,111.9348728,19814.46176,1738.0821,0.01715484,0.064861022,147.95,236.792275,6791.136071,6791.136071,7790.889913,1011.1044,393.2724,9.89319E-09,48.3739,138.99,34.4324,6.92739818,1.424392059,3.220460748,0.035590789,2561.497344,1.15807E-11,39.47480563,1.27444E-07,0.71136875,34.7059,51.0475,12.8,"R. Ma, X. Guo, Influence of molybdenum contents on the microstructure, mechanical properties and oxidation behavior of multi-elemental Nb–Si based ultrahigh temperature alloys, Intermetallics 129 (2021) 107053."
alloy19,46,15,22,3,5,2,2,2,3,0,0,0,4.6,1.6358,15.083,-31.324,13.0512,-61.31709323,2298.11,766.6,6.469473,1.3877,353.1388,82.5722,8.2479,0.957511596,0.191850825,1.882975,4.34537,0.0027172,219.48,3688.4,31.16,69.73119636,2298.1641,110.26,4196.83,537.285,27.3975,591.7536,69.586,1.6358,1.20472,58.16,26.297,353.3044,353.3044,399.0072,175.5,152.54,0.00018224,119.11,137.72,111.2,6.50906,10.778091,23.94075,0.42125,68.29,0.000007158,5.83115,0.000150186,6.0925,144.07,129.97,0.945481801,207.6225568,3.25277E-05,228.9496,867813.44,158.8944,953.0922516,243563.3167,3115.4524,726706.8411,19944.01028,111.9355688,19508.03022,1732.815604,0.02275036,0.064799462,147.5144,241.120891,6810.548431,6810.548431,7839.00363,1005.21,390.7284,9.9154E-09,47.7579,137.3016,34.04,7.128018116,1.466929304,3.212169588,0.035682288,2660.1485,1.1694E-11,43.54558983,1.27444E-07,0.71831875,35.1651,50.7291,14.9,"R. Ma, X. Guo, Influence of molybdenum contents on the microstructure, mechanical properties and oxidation behavior of multi-elemental Nb–Si based ultrahigh temperature alloys, Intermetallics 129 (2021) 107053."
alloy20,43,15,22,3,5,2,2,5,3,0,0,0,4.63,1.6526,17.514,-31.3504,13.6934,-62.87931657,2302.49,771.22,6.505234,1.3857,352.6786,82.7422,8.2481,1.005694236,0.201281314,1.839835,4.38887,0.0027322,219.48,3769.7,31.19,69.82250526,2302.5441,116.98,4193.68,534.585,27.4335,589.533,69.16,1.6526,1.20322,58.25,25.82,352.8334,352.8334,398.5362,175.26,152.24,0.000178739,118.99,137.45,111.11,6.56036,10.732881,23.92455,0.42083,70.849,0.000007083,6.23015,0.000150183,6.0775,143.86,129.85,0.947242344,207.4057423,3.24655E-05,228.9496,1047640.91,159.5139,957.594024,248141.6948,4504.8796,721860.5976,19409.05928,111.9344528,19040.16445,1724.6134,0.03067324,0.064703372,146.8475,247.2346,6839.297234,6839.297234,7910.804472,996.2724,386.7624,9.92827E-09,46.8099,134.6475,33.4379,7.42456187,1.527328598,3.199295448,0.035819241,2797.211099,1.18546E-11,49.38643113,1.27445E-07,0.72836875,35.7804,50.2275,7.1,"R. Ma, X. Guo, Influence of molybdenum contents on the microstructure, mechanical properties and oxidation behavior of multi-elemental Nb–Si based ultrahigh temperature alloys, Intermetallics 129 (2021) 107053."
alloy21,38,15,22,3,5,2,2,10,3,0,0,0,4.68,1.6806,20.645,-31.2984,14.4022,-64.56445754,2309.79,778.74,6.565511,1.3824,351.9116,83.0192,8.2428,1.062867672,0.211972398,1.767935,4.46137,0.0027572,219.48,3905.2,31.24,69.97468676,2309.8441,128.18,4188.43,530.085,27.4935,585.832,68.45,1.6806,1.20072,58.4,25.025,352.0484,352.0484,397.7512,174.86,151.74,0.000172904,118.79,137,110.96,6.64586,10.657531,23.89755,0.42013,75.114,0.000006958,6.89515,0.000150178,6.0525,143.51,129.65,0.941905207,207.0359749,3.23608E-05,228.9496,1317976.96,160.5424,965.0599233,255687.0609,6619.8876,713739.4251,18485.07428,111.9268328,18238.47234,1710.1365,0.04262364,0.064533222,145.7,256.412875,6886.225947,6886.225947,8029.486581,981.1204,379.7524,9.89526E-09,45.1659,129.9,32.3984,7.90710506,1.618909892,3.176672148,0.036046713,2996.544404,1.20972E-11,58.41360663,1.27447E-07,0.74411875,36.6099,49.3275,5.5,"R. Ma, X. Guo, Influence of molybdenum contents on the microstructure, mechanical properties and oxidation behavior of multi-elemental Nb–Si based ultrahigh temperature alloys, Intermetallics 129 (2021) 107053."
alloy22,53,15,22,3,5,2,0,0,0,0,0,0,4.6,1.6291,12.421,-30.97,10.7033,-55.85131931,2324.64,772.12,6.558283,1.3889,354.3936,82.043,7.9278,0.803400688,0.17029909,1.913165,4.21839,0.002615,220.18,3595.4,31.7,70.96291726,2324.6941,105.83,4246.64,547.945,27.8045,602.219,71.835,1.6291,1.21683,58.15,25.775,354.5844,354.5844,396.4572,176.31,152.85,0.000182733,119.54,138.15,111.46,6.58984,10.819939,23.92765,0.41455,67.894,0.000007207,5.70215,0.000150181,6.0925,144.29,130.19,0.910624624,207.8985729,3.27323E-05,217.2876,714004.84,159.47,955.5924162,249025.2187,2095.6611,747405.4704,21003.67848,107.5048548,20523.55906,1719.697275,0.01542819,0.063456901,147.0875,194.927875,6721.785367,6721.785367,7475.61545,1016.5739,389.6875,8.72346E-09,47.1684,137.4275,32.7884,7.129638554,1.036003912,3.174818628,0.036218568,2490.935164,1.14931E-11,39.31048553,1.27446E-07,0.66331875,26.7459,45.3939,10.7,"R. Ma, X. Guo, Composite alloying effects of V and Zr on the microstructures and properties of multi-elemental Nb–Si based ultrahigh temperature alloys, Mater. Sci. Eng., A 813 (2021) 141175."
alloy23,50,15,22,3,5,2,0,0,3,0,0,0,4.6,1.63,12.41,-30.9688,11.6618,-57.87991953,2307.63,766.96,6.48696,1.3855,353.5824,82.4126,7.9799,0.868975212,0.183134721,1.932335,4.33569,0.002702,220.18,3627.8,31.16,69.70397116,2307.6841,106.52,4205.63,541.345,27.5255,595.694,70.77,1.63,1.21086,58.18,26.831,353.7624,353.7624,395.6352,175.5,152.52,0.000187134,119.15,137.76,111.16,6.51604,10.744831,23.93635,0.42127,67.204,0.00000724,5.65115,0.000150182,6.1225,143.93,129.83,0.947306419,207.6236123,3.25916E-05,217.2876,740469.16,158.8544,951.5877319,243911.6418,2109.9096,738599.3931,20668.99248,110.5822248,20193.47888,1725.9861,0.015402,0.0640819,146.8076,234.838339,6783.391636,6783.391636,7606.060603,1002.65,385.8496,9.82738E-09,47.8275,135.4424,32.9744,7.013468498,1.21523939,3.188964828,0.035668737,2525.916784,1.15344E-11,39.29280383,1.27445E-07,0.68686875,29.7051,46.8411,11.9,"R. Ma, X. Guo, Composite alloying effects of V and Zr on the microstructures and properties of multi-elemental Nb–Si based ultrahigh temperature alloys, Mater. Sci. Eng., A 813 (2021) 141175."
alloy24,49,15,22,3,5,2,4,0,0,0,0,0,4.56,1.6183,13.732,-31.5764,11.8823,-58.90283825,2299.76,765.75,6.476175,1.3959,354.12,82.1351,8.4294,0.865407021,0.167227304,1.871965,4.17975,0.0026254,218.78,3608.2,31.66,70.89562246,2299.8141,104.35,4233.24,543.425,27.5005,597.299,70.035,1.6183,1.20655,57.99,25.343,354.2964,354.2964,403.8292,176.63,153.29,0.000177613,119.62,138.43,111.66,6.50748,10.946739,23.95805,0.41507,66.654,0.000007143,5.53015,0.000150192,6.0525,144.85,130.63,0.89806398,208.1715312,3.26888E-05,239.6316,714982.76,158.7644,952.7477419,242718.3427,2150.6875,731069.2624,20300.23088,110.3335748,19817.62762,1746.103275,0.01885611,0.065085048,149.3499,197.830051,6737.706237,6737.706237,7805.981309,1032.9131,404.1459,8.79691E-09,48.1956,144.2651,35.5644,6.96626267,1.427222741,3.237877348,0.036069525,2563.038684,1.15795E-11,39.67724113,1.27443E-07,0.70911875,36.1875,53.3931,13.8,"R. Ma, X. Guo, Composite alloying effects of V and Zr on the microstructures and properties of multi-elemental Nb–Si based ultrahigh temperature alloys, Mater. Sci. Eng., A 813 (2021) 141175."
alloy25,46,15,22,3,5,2,4,0,3,0,0,0,4.56,1.6192,13.729,-31.6088,12.8206,-60.87502465,2282.75,759.65,6.405116,1.3925,353.3088,82.5016,8.4947,0.925888507,0.177669246,1.891135,4.29705,0.0027124,218.78,3640.6,31.12,69.63667636,2282.8041,105.04,4192.23,536.825,27.2215,590.774,68.97,1.6192,1.20058,58.02,26.399,353.4744,353.4744,403.0072,175.82,152.96,0.000182014,119.23,138.04,111.36,6.43368,10.871631,23.96675,0.42179,65.964,0.000007176,5.47915,0.000150193,6.0825,144.49,130.27,0.936325383,207.9056356,3.25463E-05,239.6316,740617.64,158.1056,948.5736164,236758.3483,2166.9784,721164.1171,19905.88088,113.2413128,19423.34144,1748.5581,0.01884936,0.065587304,149.0796,238.652899,6798.839035,6798.839035,7948.54603,1019.5076,400.5984,9.9459E-09,48.9171,142.4984,35.8704,6.837936278,1.625505608,3.251494588,0.035512706,2596.309104,1.1625E-11,39.64201543,1.27442E-07,0.73506875,39.5499,55.1571,15.3,"R. Ma, X. Guo, Composite alloying effects of V and Zr on the microstructures and properties of multi-elemental Nb–Si based ultrahigh temperature alloys, Mater. Sci. Eng., A 813 (2021) 141175."
alloy26,48,15,22,3,5,2,0,5,0,0,0,0,4.65,1.6571,16.939,-31.064,12.0802,-59.23430159,2331.94,779.3,6.618444,1.3856,353.6266,82.3382,7.9278,0.906847205,0.192206802,1.841265,4.29089,0.00264,220.18,3730.9,31.75,71.11509876,2331.9941,117.03,4241.39,543.445,27.8645,598.518,71.125,1.6571,1.21433,58.3,24.98,353.7994,353.7994,395.6722,175.91,152.35,0.000176898,119.34,137.7,111.31,6.67534,10.744589,23.90065,0.41385,72.159,0.000007082,6.36715,0.000150176,6.0675,143.94,129.99,0.915832341,207.5535251,3.26334E-05,217.2876,1031576.19,160.4475,962.7112163,256247.1948,4460.4291,739840.3779,20199.93348,107.4527148,19815.76872,1709.018875,0.02869459,0.063354801,145.97,204.0346,6771.46315,6771.46315,7591.033529,1002.2619,383.2875,8.73706E-09,45.7444,133.31,31.8539,7.607140664,1.140704846,3.152362728,0.036437248,2715.474619,1.17667E-11,49.03990103,1.27447E-07,0.67981875,27.8764,44.6299,8.1,"R. Ma, X. Guo, Effects of Mo and Zr composite additions on the microstructure, mechanical properties and oxidation resistance of multi-elemental Nb-Si based ultrahigh temperature alloys, J. Alloys Compd. 870 (2021) 159437."
alloy27,44,15,22,3,5,2,4,5,0,0,0,0,4.61,1.6463,18.091,-31.7024,13.2249,-62.21303779,2307.06,773.39,6.535065,1.3926,353.353,82.4275,8.4458,0.962407824,0.185400462,1.800065,4.25225,0.0026504,218.78,3743.7,31.71,71.04780396,2307.1141,115.55,4227.99,538.925,27.5605,593.598,69.325,1.6463,1.20405,58.14,24.548,353.5114,353.5114,403.0442,176.23,152.79,0.000171778,119.42,137.98,111.51,6.59298,10.871389,23.93105,0.41437,70.919,0.000007018,6.19515,0.000150187,6.0275,144.5,130.43,0.897347137,207.8320862,3.25894E-05,239.6316,1029085.31,159.7459,959.887024,250303.5668,4548.6075,723363.4699,19455.80588,110.3179148,19073.41944,1732.868875,0.03272731,0.064931548,148.2804,206.249896,6786.93186,6786.93186,7932.973428,1018.8571,398.1859,8.75076E-09,46.8036,140.3996,34.6899,7.45784834,1.551032436,3.217063048,0.036288933,2798.155339,1.18371E-11,49.63541663,1.27444E-07,0.72361875,37.71,52.8051,9.2,"R. Ma, X. Guo, Effects of Mo and Zr composite additions on the microstructure, mechanical properties and oxidation resistance of multi-elemental Nb-Si based ultrahigh temperature alloys, J. Alloys Compd. 870 (2021) 159437."
alloy28,45,15,22,3,5,2,0,5,3,0,0,0,4.65,1.658,16.917,-31.0208,13.0132,-61.14544708,2314.93,774.47,6.54704,1.3822,352.8154,82.699,7.9728,0.971111225,0.204720986,1.860435,4.40819,0.002727,220.18,3763.3,31.21,69.85615266,2314.9841,117.72,4200.38,536.845,27.5855,591.993,70.06,1.658,1.20836,58.33,26.036,352.9774,352.9774,394.8502,175.1,152.02,0.000181299,118.95,137.31,111.01,6.60154,10.669481,23.90935,0.42057,71.469,0.000007115,6.31615,0.000150177,6.0975,143.58,129.63,0.955270782,207.261556,3.24884E-05,217.2876,1049260.11,159.8859,959.0897086,251381.964,4459.2216,730603.6956,19805.84748,110.5635648,19437.39049,1713.7954,0.028618,0.06394995,145.6811,245.624104,6831.778879,6831.778879,7720.188142,987.69,379.1196,9.89234E-09,46.2475,130.9739,31.9499,7.503590408,1.308621549,3.166978728,0.035896825,2756.341939,1.18163E-11,49.09004933,1.27447E-07,0.70486875,30.5836,45.9331,6.8,"R. Ma, X. Guo, Cooperative effects of Mo, V and Zr additions on the microstructure and properties of multi-elemental Nb-Si based alloys, J. Mater. Sci. Technol. 132 (2023) 27-41."
alloy29,41,15,22,3,5,2,4,5,3,0,0,0,4.61,1.6472,18.075,-31.6928,14.1354,-64.06357277,2290.05,767.64,6.463919,1.3892,352.5418,82.7852,8.5045,1.021392012,0.195438685,1.819235,4.36955,0.0027374,218.78,3776.1,31.17,69.78885786,2290.1041,116.24,4186.98,532.325,27.2815,587.073,68.26,1.6472,1.19808,58.17,25.604,352.6894,352.6894,402.2222,175.42,152.46,0.000176179,119.03,137.59,111.21,6.51918,10.796281,23.93975,0.42109,70.229,0.000007051,6.14415,0.000150188,6.0575,144.14,130.07,0.938365186,207.5491821,3.24426E-05,239.6316,1045939.79,159.1411,956.0960752,244591.9184,4549.4424,713027.7196,19002.05588,113.2591328,18630.83521,1733.8114,0.03267016,0.065403954,148.0011,248.751784,6846.774118,6846.774118,8074.247609,1004.8036,394.3084,9.9511E-09,47.3691,138.2819,34.9059,7.342141748,1.737996527,3.231150088,0.035741522,2837.311459,1.18909E-11,49.66802093,1.27444E-07,0.75106875,40.8204,54.4251,10.3,"R. Ma, X. Guo, Cooperative effects of Mo, V and Zr additions on the microstructure and properties of multi-elemental Nb-Si based alloys, J. Mater. Sci. Technol. 132 (2023) 27-41."
alloy30,52,15,22,3,5,3,0,0,0,0,0,0,4.6,1.6261,12.843,-31.0628,10.7033,-55.94411931,2324.64,772.12,6.558283,1.3889,354.3936,82.043,7.9278,0.801000532,0.17029909,1.897025,5.24689,0.002811,219.83,3590.7,32.01,71.81875356,2322.2541,105.56,4245.23,546.895,27.7875,601.073,70.974,1.6261,1.2128,58.12,25.552,354.4768,354.4768,398.2043,176.41,152.96,0.000181068,119.57,138.2,111.52,6.63724,10.845631,23.93895,0.41334,67.587,0.000007193,5.66815,0.000150182,6.0875,144.42,130.29,0.915534251,306.3103074,3.56672E-05,223.2411,717276.51,174.7499,1065.665545,247539.1323,2103.3264,745429.8771,20835.51048,107.5676188,20353.82729,1768.523724,0.01649379,0.06470874,147.4856,199.037096,6728.136048,6728.136048,7546.981865,1021.9019,393.3384,8.8172E-09,47.5851,138.56,33.6896,7.539786962,1.102433918,3.202655048,0.036725424,2508.980931,1.15099E-11,39.35707573,1.27445E-07,0.66671875,28.8636,47.1459,11.94,"Y. Qiao, X. Guo, Y. Zeng, Study of the effects of Zr addition on the microstructure and properties of Nb-Ti-Si based ultrahigh temperature alloys, Intermetallics 88 (2017) 19-27."
alloy31,51,15,22,3,5,3,1,0,0,0,0,0,4.58,1.6234,13.174,-31.2128,11.3678,-57.53926066,2315.88,769.08,6.600812,1.3922,354.2212,82.1034,8.1577,0.843450785,0.170820884,1.886725,5.23723,0.0028136,219.48,3593.9,32,71.80192986,2316.0341,105.19,4241.88,545.765,27.7115,599.843,70.524,1.6234,1.21023,58.08,25.444,354.4048,354.4048,400.0473,176.49,153.07,0.000179788,119.59,138.27,111.57,6.61665,10.877331,23.94655,0.41347,67.277,0.000007177,5.62515,0.000150185,6.0775,144.56,130.4,0.912379876,306.3986976,3.56553E-05,228.9496,717581.79,174.58,1064.984022,246048.1249,2117.2939,741370.0456,20661.10628,108.2895428,20179.06397,1774.957824,0.01735644,0.065114877,148.0536,199.749464,6732.116323,6732.116323,7633.323466,1025.9899,396.9651,8.83622E-09,47.8419,140.2771,34.3851,7.502166768,1.201624422,3.218421248,0.036688529,2527.104771,1.15318E-11,39.45138763,1.27445E-07,0.67836875,31.2464,49.16,11.88,"Y. Qiao, X. Guo, Y. Zeng, Study of the effects of Zr addition on the microstructure and properties of Nb-Ti-Si based ultrahigh temperature alloys, Intermetallics 88 (2017) 19-27."
